AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
52,52,Accused_52_Sharma,37,1,A52
53,53,Accused_53_Chavan,38,1,A53
54,54,Accused_54_Sharma,39,1,A54
55,55,Accused_55_Chavan,40,1,A55
56,56,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
57,57,Accused_57_Chavan,42,1,A57
58,58,Accused_58_Sharma,43,1,A58
59,59,Accused_59_Chavan,44,1,A59
60,60,Accused_60_Sharma,45,1,A60
61,61,Accused_61_Chavan,46,1,A61
62,62,Accused_62_Sharma,47,1,A62
63,63,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
64,64,Accused_64_Sharma,49,1,A64
65,65,Accused_65_Chavan,50,1,A65
66,66,Accused_66_Sharma,51,1,A66
67,67,Accused_67_Chavan,52,1,A67
68,68,Accused_68_Sharma,53,1,A68
69,69,Accused_69_Chavan,54,1,A69
70,70,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
71,71,Accused_71_Chavan,21,1,A71
72,72,Accused_72_Sharma,22,1,A72
73,73,Accused_73_Chavan,23,1,A73
74,74,Accused_74_Sharma,24,1,A74
75,75,Accused_75_Chavan,25,1,A75
76,76,Accused_76_Sharma,26,1,A76
77,77,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
78,78,Accused_78_Sharma,28,1,A78
79,79,Accused_79_Chavan,29,1,A79
80,80,Accused_80_Sharma,30,1,A80
81,81,Accused_81_Chavan,31,1,A81
82,82,Accused_82_Sharma,32,1,A82
83,83,Accused_83_Chavan,33,1,A83
84,84,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
85,85,Accused_85_Chavan,35,1,A85
86,86,Accused_86_Sharma,36,1,A86
87,87,Accused_87_Chavan,37,1,A87
88,88,Accused_88_Sharma,38,1,A88
89,89,Accused_89_Chavan,39,1,A89
90,90,Accused_90_Sharma,40,1,A90
91,91,Kiran 'Blade' Kumar,41,1,REC_OFF_002
92,92,Accused_92_Sharma,42,1,A92
93,93,Accused_93_Chavan,43,1,A93
94,94,Accused_94_Sharma,44,1,A94
95,95,Accused_95_Chavan,45,1,A95
96,96,Accused_96_Sharma,46,1,A96
97,97,Accused_97_Chavan,47,1,A97
98,98,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
99,99,Accused_99_Chavan,49,1,A99
100,100,Accused_100_Sharma,50,1,A100
101,101,Accused_101_Chavan,51,1,A101
102,102,Accused_102_Sharma,52,1,A102
103,103,Accused_103_Chavan,53,1,A103
104,104,Accused_104_Sharma,54,1,A104
105,105,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
106,106,Accused_106_Sharma,21,1,A106
107,107,Accused_107_Chavan,22,1,A107
108,108,Accused_108_Sharma,23,1,A108
109,109,Accused_109_Chavan,24,1,A109
110,110,Accused_110_Sharma,25,1,A110
111,111,Accused_111_Chavan,26,1,A111
112,112,Manjunath 'Spider' Naik,27,1,REC_OFF_003
113,113,Accused_113_Chavan,28,1,A113
114,114,Accused_114_Sharma,29,1,A114
115,115,Accused_115_Chavan,30,1,A115
116,116,Accused_116_Sharma,31,1,A116
117,117,Accused_117_Chavan,32,1,A117
118,118,Accused_118_Sharma,33,1,A118
119,119,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
120,120,Accused_120_Sharma,35,1,A120
121,121,Accused_121_Chavan,36,1,A121
122,122,Accused_122_Sharma,37,1,A122
123,123,Accused_123_Chavan,38,1,A123
124,124,Accused_124_Sharma,39,1,A124
125,125,Accused_125_Chavan,40,1,A125
126,126,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
127,127,Accused_127_Chavan,42,1,A127
128,128,Accused_128_Sharma,43,1,A128
129,129,Accused_129_Chavan,44,1,A129
130,130,Accused_130_Sharma,45,1,A130
131,131,Accused_131_Chavan,46,1,A131
132,132,Accused_132_Sharma,47,1,A132
133,133,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
134,134,Accused_134_Sharma,49,1,A134
135,135,Accused_135_Chavan,50,1,A135
136,136,Accused_136_Sharma,51,1,A136
137,137,Accused_137_Chavan,52,1,A137
138,138,Accused_138_Sharma,53,1,A138
139,139,Accused_139_Chavan,54,1,A139
140,140,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
141,141,Accused_141_Chavan,21,1,A141
142,142,Accused_142_Sharma,22,1,A142
143,143,Accused_143_Chavan,23,1,A143
144,144,Accused_144_Sharma,24,1,A144
145,145,Accused_145_Chavan,25,1,A145
146,146,Accused_146_Sharma,26,1,A146
147,147,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
148,148,Accused_148_Sharma,28,1,A148
149,149,Accused_149_Chavan,29,1,A149
150,150,Accused_150_Sharma,30,1,A150
151,151,Accused_151_Chavan,31,1,A151
152,152,Accused_152_Sharma,32,1,A152
153,153,Accused_153_Chavan,33,1,A153
154,154,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
155,155,Accused_155_Chavan,35,1,A155
156,156,Accused_156_Sharma,36,1,A156
157,157,Accused_157_Chavan,37,1,A157
158,158,Accused_158_Sharma,38,1,A158
159,159,Accused_159_Chavan,39,1,A159
160,160,Accused_160_Sharma,40,1,A160
161,161,Kiran 'Blade' Kumar,41,1,REC_OFF_002
162,162,Accused_162_Sharma,42,1,A162
163,163,Accused_163_Chavan,43,1,A163
164,164,Accused_164_Sharma,44,1,A164
165,165,Accused_165_Chavan,45,1,A165
166,166,Accused_166_Sharma,46,1,A166
167,167,Accused_167_Chavan,47,1,A167
168,168,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
169,169,Accused_169_Chavan,49,1,A169
170,170,Accused_170_Sharma,50,1,A170
171,171,Accused_171_Chavan,51,1,A171
172,172,Accused_172_Sharma,52,1,A172
173,173,Accused_173_Chavan,53,1,A173
174,174,Accused_174_Sharma,54,1,A174
175,175,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
176,176,Accused_176_Sharma,21,1,A176
177,177,Accused_177_Chavan,22,1,A177
178,178,Accused_178_Sharma,23,1,A178
179,179,Accused_179_Chavan,24,1,A179
180,180,Accused_180_Sharma,25,1,A180
181,181,Accused_181_Chavan,26,1,A181
182,182,Manjunath 'Spider' Naik,27,1,REC_OFF_003
183,183,Accused_183_Chavan,28,1,A183
184,184,Accused_184_Sharma,29,1,A184
185,185,Accused_185_Chavan,30,1,A185
186,186,Accused_186_Sharma,31,1,A186
187,187,Accused_187_Chavan,32,1,A187
188,188,Accused_188_Sharma,33,1,A188
189,189,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
190,190,Accused_190_Sharma,35,1,A190
191,191,Accused_191_Chavan,36,1,A191
192,192,Accused_192_Sharma,37,1,A192
193,193,Accused_193_Chavan,38,1,A193
194,194,Accused_194_Sharma,39,1,A194
195,195,Accused_195_Chavan,40,1,A195
196,196,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
197,197,Accused_197_Chavan,42,1,A197
198,198,Accused_198_Sharma,43,1,A198
199,199,Accused_199_Chavan,44,1,A199
200,200,Accused_200_Sharma,45,1,A200
201,201,Accused_201_Chavan,46,1,A201
202,202,Accused_202_Sharma,47,1,A202
203,203,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
204,204,Accused_204_Sharma,49,1,A204
205,205,Accused_205_Chavan,50,1,A205
206,206,Accused_206_Sharma,51,1,A206
207,207,Accused_207_Chavan,52,1,A207
208,208,Accused_208_Sharma,53,1,A208
209,209,Accused_209_Chavan,54,1,A209
210,210,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
211,211,Accused_211_Chavan,21,1,A211
212,212,Accused_212_Sharma,22,1,A212
213,213,Accused_213_Chavan,23,1,A213
214,214,Accused_214_Sharma,24,1,A214
215,215,Accused_215_Chavan,25,1,A215
216,216,Accused_216_Sharma,26,1,A216
217,217,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
218,218,Accused_218_Sharma,28,1,A218
219,219,Accused_219_Chavan,29,1,A219
220,220,Accused_220_Sharma,30,1,A220
221,221,Accused_221_Chavan,31,1,A221
222,222,Accused_222_Sharma,32,1,A222
223,223,Accused_223_Chavan,33,1,A223
224,224,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
225,225,Accused_225_Chavan,35,1,A225
226,226,Accused_226_Sharma,36,1,A226
227,227,Accused_227_Chavan,37,1,A227
228,228,Accused_228_Sharma,38,1,A228
229,229,Accused_229_Chavan,39,1,A229
230,230,Accused_230_Sharma,40,1,A230
231,231,Kiran 'Blade' Kumar,41,1,REC_OFF_002
232,232,Accused_232_Sharma,42,1,A232
233,233,Accused_233_Chavan,43,1,A233
234,234,Accused_234_Sharma,44,1,A234
235,235,Accused_235_Chavan,45,1,A235
236,236,Accused_236_Sharma,46,1,A236
237,237,Accused_237_Chavan,47,1,A237
238,238,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
239,239,Accused_239_Chavan,49,1,A239
240,240,Accused_240_Sharma,50,1,A240
241,241,Accused_241_Chavan,51,1,A241
242,242,Accused_242_Sharma,52,1,A242
243,243,Accused_243_Chavan,53,1,A243
244,244,Accused_244_Sharma,54,1,A244
245,245,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
246,246,Accused_246_Sharma,21,1,A246
247,247,Accused_247_Chavan,22,1,A247
248,248,Accused_248_Sharma,23,1,A248
249,249,Accused_249_Chavan,24,1,A249
250,250,Accused_250_Sharma,25,1,A250
251,251,Accused_251_Chavan,26,1,A251
252,252,Manjunath 'Spider' Naik,27,1,REC_OFF_003
253,253,Accused_253_Chavan,28,1,A253
254,254,Accused_254_Sharma,29,1,A254
255,255,Accused_255_Chavan,30,1,A255
256,256,Accused_256_Sharma,31,1,A256
257,257,Accused_257_Chavan,32,1,A257
258,258,Accused_258_Sharma,33,1,A258
259,259,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
260,260,Accused_260_Sharma,35,1,A260
261,261,Accused_261_Chavan,36,1,A261
262,262,Accused_262_Sharma,37,1,A262
263,263,Accused_263_Chavan,38,1,A263
264,264,Accused_264_Sharma,39,1,A264
265,265,Accused_265_Chavan,40,1,A265
266,266,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
267,267,Accused_267_Chavan,42,1,A267
268,268,Accused_268_Sharma,43,1,A268
269,269,Accused_269_Chavan,44,1,A269
270,270,Accused_270_Sharma,45,1,A270
271,271,Accused_271_Chavan,46,1,A271
272,272,Accused_272_Sharma,47,1,A272
273,273,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
274,274,Accused_274_Sharma,49,1,A274
275,275,Accused_275_Chavan,50,1,A275
276,276,Accused_276_Sharma,51,1,A276
277,277,Accused_277_Chavan,52,1,A277
278,278,Accused_278_Sharma,53,1,A278
279,279,Accused_279_Chavan,54,1,A279
280,280,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
281,281,Accused_281_Chavan,21,1,A281
282,282,Accused_282_Sharma,22,1,A282
283,283,Accused_283_Chavan,23,1,A283
284,284,Accused_284_Sharma,24,1,A284
285,285,Accused_285_Chavan,25,1,A285
286,286,Accused_286_Sharma,26,1,A286
287,287,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
288,288,Accused_288_Sharma,28,1,A288
289,289,Accused_289_Chavan,29,1,A289
290,290,Accused_290_Sharma,30,1,A290
291,291,Accused_291_Chavan,31,1,A291
292,292,Accused_292_Sharma,32,1,A292
293,293,Accused_293_Chavan,33,1,A293
294,294,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
295,295,Accused_295_Chavan,35,1,A295
296,296,Accused_296_Sharma,36,1,A296
297,297,Accused_297_Chavan,37,1,A297
298,298,Accused_298_Sharma,38,1,A298
299,299,Accused_299_Chavan,39,1,A299
300,300,Accused_300_Sharma,40,1,A300
301,301,Kiran 'Blade' Kumar,41,1,REC_OFF_002
302,302,Accused_302_Sharma,42,1,A302
303,303,Accused_303_Chavan,43,1,A303
304,304,Accused_304_Sharma,44,1,A304
305,305,Accused_305_Chavan,45,1,A305
306,306,Accused_306_Sharma,46,1,A306
307,307,Accused_307_Chavan,47,1,A307
308,308,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
309,309,Accused_309_Chavan,49,1,A309
310,310,Accused_310_Sharma,50,1,A310
311,311,Accused_311_Chavan,51,1,A311
312,312,Accused_312_Sharma,52,1,A312
313,313,Accused_313_Chavan,53,1,A313
314,314,Accused_314_Sharma,54,1,A314
315,315,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
316,316,Accused_316_Sharma,21,1,A316
317,317,Accused_317_Chavan,22,1,A317
318,318,Accused_318_Sharma,23,1,A318
319,319,Accused_319_Chavan,24,1,A319
320,320,Accused_320_Sharma,25,1,A320
321,321,Accused_321_Chavan,26,1,A321
322,322,Manjunath 'Spider' Naik,27,1,REC_OFF_003
323,323,Accused_323_Chavan,28,1,A323
324,324,Accused_324_Sharma,29,1,A324
325,325,Accused_325_Chavan,30,1,A325
326,326,Accused_326_Sharma,31,1,A326
327,327,Accused_327_Chavan,32,1,A327
328,328,Accused_328_Sharma,33,1,A328
329,329,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
330,330,Accused_330_Sharma,35,1,A330
331,331,Accused_331_Chavan,36,1,A331
332,332,Accused_332_Sharma,37,1,A332
333,333,Accused_333_Chavan,38,1,A333
334,334,Accused_334_Sharma,39,1,A334
335,335,Accused_335_Chavan,40,1,A335
336,336,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
337,337,Accused_337_Chavan,42,1,A337
338,338,Accused_338_Sharma,43,1,A338
339,339,Accused_339_Chavan,44,1,A339
340,340,Accused_340_Sharma,45,1,A340
341,341,Accused_341_Chavan,46,1,A341
342,342,Accused_342_Sharma,47,1,A342
343,343,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
344,344,Accused_344_Sharma,49,1,A344
345,345,Accused_345_Chavan,50,1,A345
346,346,Accused_346_Sharma,51,1,A346
347,347,Accused_347_Chavan,52,1,A347
348,348,Accused_348_Sharma,53,1,A348
349,349,Accused_349_Chavan,54,1,A349
350,350,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
351,351,Accused_351_Chavan,21,1,A351
352,352,Accused_352_Sharma,22,1,A352
353,353,Accused_353_Chavan,23,1,A353
354,354,Accused_354_Sharma,24,1,A354
355,355,Accused_355_Chavan,25,1,A355
356,356,Accused_356_Sharma,26,1,A356
357,357,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
358,358,Accused_358_Sharma,28,1,A358
359,359,Accused_359_Chavan,29,1,A359
360,360,Accused_360_Sharma,30,1,A360
361,361,Accused_361_Chavan,31,1,A361
362,362,Accused_362_Sharma,32,1,A362
363,363,Accused_363_Chavan,33,1,A363
364,364,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
365,365,Accused_365_Chavan,35,1,A365
366,366,Accused_366_Sharma,36,1,A366
367,367,Accused_367_Chavan,37,1,A367
368,368,Accused_368_Sharma,38,1,A368
369,369,Accused_369_Chavan,39,1,A369
370,370,Accused_370_Sharma,40,1,A370
371,371,Kiran 'Blade' Kumar,41,1,REC_OFF_002
372,372,Accused_372_Sharma,42,1,A372
373,373,Accused_373_Chavan,43,1,A373
374,374,Accused_374_Sharma,44,1,A374
375,375,Accused_375_Chavan,45,1,A375
376,376,Accused_376_Sharma,46,1,A376
377,377,Accused_377_Chavan,47,1,A377
378,378,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
379,379,Accused_379_Chavan,49,1,A379
380,380,Accused_380_Sharma,50,1,A380
381,381,Accused_381_Chavan,51,1,A381
382,382,Accused_382_Sharma,52,1,A382
383,383,Accused_383_Chavan,53,1,A383
384,384,Accused_384_Sharma,54,1,A384
385,385,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
386,386,Accused_386_Sharma,21,1,A386
387,387,Accused_387_Chavan,22,1,A387
388,388,Accused_388_Sharma,23,1,A388
389,389,Accused_389_Chavan,24,1,A389
390,390,Accused_390_Sharma,25,1,A390
391,391,Accused_391_Chavan,26,1,A391
392,392,Manjunath 'Spider' Naik,27,1,REC_OFF_003
393,393,Accused_393_Chavan,28,1,A393
394,394,Accused_394_Sharma,29,1,A394
395,395,Accused_395_Chavan,30,1,A395
396,396,Accused_396_Sharma,31,1,A396
397,397,Accused_397_Chavan,32,1,A397
398,398,Accused_398_Sharma,33,1,A398
399,399,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
400,400,Accused_400_Sharma,35,1,A400
401,401,Accused_401_Chavan,36,1,A401
402,402,Accused_402_Sharma,37,1,A402
403,403,Accused_403_Chavan,38,1,A403
404,404,Accused_404_Sharma,39,1,A404
405,405,Accused_405_Chavan,40,1,A405
406,406,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
407,407,Accused_407_Chavan,42,1,A407
408,408,Accused_408_Sharma,43,1,A408
409,409,Accused_409_Chavan,44,1,A409
410,410,Accused_410_Sharma,45,1,A410
411,411,Accused_411_Chavan,46,1,A411
412,412,Accused_412_Sharma,47,1,A412
413,413,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
414,414,Accused_414_Sharma,49,1,A414
415,415,Accused_415_Chavan,50,1,A415
416,416,Accused_416_Sharma,51,1,A416
417,417,Accused_417_Chavan,52,1,A417
418,418,Accused_418_Sharma,53,1,A418
419,419,Accused_419_Chavan,54,1,A419
420,420,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
421,421,Accused_421_Chavan,21,1,A421
422,422,Accused_422_Sharma,22,1,A422
423,423,Accused_423_Chavan,23,1,A423
424,424,Accused_424_Sharma,24,1,A424
425,425,Accused_425_Chavan,25,1,A425
426,426,Accused_426_Sharma,26,1,A426
427,427,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
428,428,Accused_428_Sharma,28,1,A428
429,429,Accused_429_Chavan,29,1,A429
430,430,Accused_430_Sharma,30,1,A430
431,431,Accused_431_Chavan,31,1,A431
432,432,Accused_432_Sharma,32,1,A432
433,433,Accused_433_Chavan,33,1,A433
434,434,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
435,435,Accused_435_Chavan,35,1,A435
436,436,Accused_436_Sharma,36,1,A436
437,437,Accused_437_Chavan,37,1,A437
438,438,Accused_438_Sharma,38,1,A438
439,439,Accused_439_Chavan,39,1,A439
440,440,Accused_440_Sharma,40,1,A440
441,441,Kiran 'Blade' Kumar,41,1,REC_OFF_002
442,442,Accused_442_Sharma,42,1,A442
443,443,Accused_443_Chavan,43,1,A443
444,444,Accused_444_Sharma,44,1,A444
445,445,Accused_445_Chavan,45,1,A445
446,446,Accused_446_Sharma,46,1,A446
447,447,Accused_447_Chavan,47,1,A447
448,448,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
449,449,Accused_449_Chavan,49,1,A449
450,450,Accused_450_Sharma,50,1,A450
451,451,Accused_451_Chavan,51,1,A451
452,452,Accused_452_Sharma,52,1,A452
453,453,Accused_453_Chavan,53,1,A453
454,454,Accused_454_Sharma,54,1,A454
455,455,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
456,456,Accused_456_Sharma,21,1,A456
457,457,Accused_457_Chavan,22,1,A457
458,458,Accused_458_Sharma,23,1,A458
459,459,Accused_459_Chavan,24,1,A459
460,460,Accused_460_Sharma,25,1,A460
461,461,Accused_461_Chavan,26,1,A461
462,462,Manjunath 'Spider' Naik,27,1,REC_OFF_003
463,463,Accused_463_Chavan,28,1,A463
464,464,Accused_464_Sharma,29,1,A464
465,465,Accused_465_Chavan,30,1,A465
466,466,Accused_466_Sharma,31,1,A466
467,467,Accused_467_Chavan,32,1,A467
468,468,Accused_468_Sharma,33,1,A468
469,469,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
470,470,Accused_470_Sharma,35,1,A470
471,471,Accused_471_Chavan,36,1,A471
472,472,Accused_472_Sharma,37,1,A472
473,473,Accused_473_Chavan,38,1,A473
474,474,Accused_474_Sharma,39,1,A474
475,475,Accused_475_Chavan,40,1,A475
476,476,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
477,477,Accused_477_Chavan,42,1,A477
478,478,Accused_478_Sharma,43,1,A478
479,479,Accused_479_Chavan,44,1,A479
480,480,Accused_480_Sharma,45,1,A480
481,481,Accused_481_Chavan,46,1,A481
482,482,Accused_482_Sharma,47,1,A482
483,483,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
484,484,Accused_484_Sharma,49,1,A484
485,485,Accused_485_Chavan,50,1,A485
486,486,Accused_486_Sharma,51,1,A486
487,487,Accused_487_Chavan,52,1,A487
488,488,Accused_488_Sharma,53,1,A488
489,489,Accused_489_Chavan,54,1,A489
490,490,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
491,491,Accused_491_Chavan,21,1,A491
492,492,Accused_492_Sharma,22,1,A492
493,493,Accused_493_Chavan,23,1,A493
494,494,Accused_494_Sharma,24,1,A494
495,495,Accused_495_Chavan,25,1,A495
496,496,Accused_496_Sharma,26,1,A496
497,497,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
498,498,Accused_498_Sharma,28,1,A498
499,499,Accused_499_Chavan,29,1,A499
500,500,Accused_500_Sharma,30,1,A500
501,501,Accused_501_Chavan,31,1,A501
502,502,Accused_502_Sharma,32,1,A502
503,503,Accused_503_Chavan,33,1,A503
504,504,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
505,505,Accused_505_Chavan,35,1,A505
506,506,Accused_506_Sharma,36,1,A506
507,507,Accused_507_Chavan,37,1,A507
508,508,Accused_508_Sharma,38,1,A508
509,509,Accused_509_Chavan,39,1,A509
510,510,Accused_510_Sharma,40,1,A510
511,511,Kiran 'Blade' Kumar,41,1,REC_OFF_002
512,512,Accused_512_Sharma,42,1,A512
513,513,Accused_513_Chavan,43,1,A513
514,514,Accused_514_Sharma,44,1,A514
515,515,Accused_515_Chavan,45,1,A515
516,516,Accused_516_Sharma,46,1,A516
517,517,Accused_517_Chavan,47,1,A517
518,518,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
519,519,Accused_519_Chavan,49,1,A519
520,520,Accused_520_Sharma,50,1,A520
521,521,Accused_521_Chavan,51,1,A521
522,522,Accused_522_Sharma,52,1,A522
523,523,Accused_523_Chavan,53,1,A523
524,524,Accused_524_Sharma,54,1,A524
525,525,Anand 'Slick' Kulkarni,20,1,REC_OFF_006
526,526,Accused_526_Sharma,21,1,A526
527,527,Accused_527_Chavan,22,1,A527
528,528,Accused_528_Sharma,23,1,A528
529,529,Accused_529_Chavan,24,1,A529
530,530,Accused_530_Sharma,25,1,A530
531,531,Accused_531_Chavan,26,1,A531
532,532,Manjunath 'Spider' Naik,27,1,REC_OFF_003
533,533,Accused_533_Chavan,28,1,A533
534,534,Accused_534_Sharma,29,1,A534
535,535,Accused_535_Chavan,30,1,A535
536,536,Accused_536_Sharma,31,1,A536
537,537,Accused_537_Chavan,32,1,A537
538,538,Accused_538_Sharma,33,1,A538
539,539,Ganesh 'Viper' Hegde,34,1,REC_OFF_010
540,540,Accused_540_Sharma,35,1,A540
541,541,Accused_541_Chavan,36,1,A541
542,542,Accused_542_Sharma,37,1,A542
543,543,Accused_543_Chavan,38,1,A543
544,544,Accused_544_Sharma,39,1,A544
545,545,Accused_545_Chavan,40,1,A545
546,546,Sunil 'Chotta' Shetty,41,1,REC_OFF_007
547,547,Accused_547_Chavan,42,1,A547
548,548,Accused_548_Sharma,43,1,A548
549,549,Accused_549_Chavan,44,1,A549
550,550,Accused_550_Sharma,45,1,A550
551,551,Accused_551_Chavan,46,1,A551
552,552,Accused_552_Sharma,47,1,A552
553,553,Venkatesh 'Phantom' Rao,48,1,REC_OFF_004
554,554,Accused_554_Sharma,49,1,A554
555,555,Accused_555_Chavan,50,1,A555
556,556,Accused_556_Sharma,51,1,A556
557,557,Accused_557_Chavan,52,1,A557
558,558,Accused_558_Sharma,53,1,A558
559,559,Accused_559_Chavan,54,1,A559
560,560,Ramesh 'Syndicate' Gowda,20,1,REC_OFF_001
561,561,Accused_561_Chavan,21,1,A561
562,562,Accused_562_Sharma,22,1,A562
563,563,Accused_563_Chavan,23,1,A563
564,564,Accused_564_Sharma,24,1,A564
565,565,Accused_565_Chavan,25,1,A565
566,566,Accused_566_Sharma,26,1,A566
567,567,Pradeep 'Pistol' Deshmukh,27,1,REC_OFF_008
568,568,Accused_568_Sharma,28,1,A568
569,569,Accused_569_Chavan,29,1,A569
570,570,Accused_570_Sharma,30,1,A570
571,571,Accused_571_Chavan,31,1,A571
572,572,Accused_572_Sharma,32,1,A572
573,573,Accused_573_Chavan,33,1,A573
574,574,Basavaraj 'Shadow' Patil,34,1,REC_OFF_005
575,575,Accused_575_Chavan,35,1,A575
576,576,Accused_576_Sharma,36,1,A576
577,577,Accused_577_Chavan,37,1,A577
578,578,Accused_578_Sharma,38,1,A578
579,579,Accused_579_Chavan,39,1,A579
580,580,Accused_580_Sharma,40,1,A580
581,581,Kiran 'Blade' Kumar,41,1,REC_OFF_002
582,582,Accused_582_Sharma,42,1,A582
583,583,Accused_583_Chavan,43,1,A583
584,584,Accused_584_Sharma,44,1,A584
585,585,Accused_585_Chavan,45,1,A585
586,586,Accused_586_Sharma,46,1,A586
587,587,Accused_587_Chavan,47,1,A587
588,588,Dharmesh 'Razor' Pujari,48,1,REC_OFF_009
