AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
83,83,Ashok Chavan,33,1,A0083
84,84,Basavaraj Patil,34,1,REC_OFF_005
85,85,Suresh Chavan,35,1,A0085
86,86,Mahesh Sharma,36,1,A0086
87,87,Dinesh Chavan,37,1,A0087
88,88,Ashok Sharma,38,1,A0088
89,89,Santosh Chavan,39,1,A0089
90,90,Suresh Sharma,40,1,A0090
91,91,Kiran Kumar,41,1,REC_OFF_002
92,92,Dinesh Sharma,42,1,A0092
93,93,Ashok Chavan,43,1,A0093
94,94,Santosh Sharma,44,1,A0094
95,95,Suresh Chavan,45,1,A0095
96,96,Mahesh Sharma,46,1,A0096
97,97,Dinesh Chavan,47,1,A0097
98,98,Dharmesh Pujari,48,1,REC_OFF_009
99,99,Santosh Chavan,49,1,A0099
100,100,Suresh Sharma,50,1,A0100
101,101,Mahesh Chavan,51,1,A0101
102,102,Dinesh Sharma,52,1,A0102
103,103,Ashok Chavan,53,1,A0103
104,104,Santosh Sharma,54,1,A0104
105,105,Anand Kulkarni,20,1,REC_OFF_006
106,106,Mahesh Sharma,21,1,A0106
107,107,Dinesh Chavan,22,1,A0107
108,108,Ashok Sharma,23,1,A0108
109,109,Santosh Chavan,24,1,A0109
110,110,Suresh Sharma,25,1,A0110
111,111,Mahesh Chavan,26,1,A0111
112,112,Manjunath Naik,27,1,REC_OFF_003
113,113,Ashok Chavan,28,1,A0113
114,114,Santosh Sharma,29,1,A0114
115,115,Suresh Chavan,30,1,A0115
116,116,Mahesh Sharma,31,1,A0116
117,117,Dinesh Chavan,32,1,A0117
118,118,Ashok Sharma,33,1,A0118
119,119,Ganesh Hegde,34,1,REC_OFF_010
120,120,Suresh Sharma,35,1,A0120
121,121,Mahesh Chavan,36,1,A0121
122,122,Dinesh Sharma,37,1,A0122
123,123,Ashok Chavan,38,1,A0123
124,124,Santosh Sharma,39,1,A0124
125,125,Suresh Chavan,40,1,A0125
126,126,Sunil Shetty,41,1,REC_OFF_007
127,127,Dinesh Chavan,42,1,A0127
128,128,Ashok Sharma,43,1,A0128
129,129,Santosh Chavan,44,1,A0129
130,130,Suresh Sharma,45,1,A0130
131,131,Mahesh Chavan,46,1,A0131
132,132,Dinesh Sharma,47,1,A0132
133,133,Venkatesh Rao,48,1,REC_OFF_004
134,134,Santosh Sharma,49,1,A0134
135,135,Suresh Chavan,50,1,A0135
136,136,Mahesh Sharma,51,1,A0136
137,137,Dinesh Chavan,52,1,A0137
138,138,Ashok Sharma,53,1,A0138
139,139,Santosh Chavan,54,1,A0139
140,140,Ramesh Gowda,20,1,REC_OFF_001
141,141,Mahesh Chavan,21,1,A0141
142,142,Dinesh Sharma,22,1,A0142
143,143,Ashok Chavan,23,1,A0143
144,144,Santosh Sharma,24,1,A0144
145,145,Suresh Chavan,25,1,A0145
146,146,Mahesh Sharma,26,1,A0146
147,147,Pradeep Deshmukh,27,1,REC_OFF_008
148,148,Ashok Sharma,28,1,A0148
149,149,Santosh Chavan,29,1,A0149
150,150,Suresh Sharma,30,1,A0150
151,151,Mahesh Chavan,31,1,A0151
152,152,Dinesh Sharma,32,1,A0152
153,153,Ashok Chavan,33,1,A0153
154,154,Basavaraj Patil,34,1,REC_OFF_005
155,155,Suresh Chavan,35,1,A0155
156,156,Mahesh Sharma,36,1,A0156
157,157,Dinesh Chavan,37,1,A0157
158,158,Ashok Sharma,38,1,A0158
159,159,Santosh Chavan,39,1,A0159
160,160,Suresh Sharma,40,1,A0160
161,161,Kiran Kumar,41,1,REC_OFF_002
162,162,Dinesh Sharma,42,1,A0162
163,163,Ashok Chavan,43,1,A0163
164,164,Santosh Sharma,44,1,A0164
165,165,Suresh Chavan,45,1,A0165
166,166,Mahesh Sharma,46,1,A0166
167,167,Dinesh Chavan,47,1,A0167
168,168,Dharmesh Pujari,48,1,REC_OFF_009
169,169,Santosh Chavan,49,1,A0169
170,170,Suresh Sharma,50,1,A0170
171,171,Mahesh Chavan,51,1,A0171
172,172,Dinesh Sharma,52,1,A0172
173,173,Ashok Chavan,53,1,A0173
174,174,Santosh Sharma,54,1,A0174
175,175,Anand Kulkarni,20,1,REC_OFF_006
176,176,Mahesh Sharma,21,1,A0176
177,177,Dinesh Chavan,22,1,A0177
178,178,Ashok Sharma,23,1,A0178
179,179,Santosh Chavan,24,1,A0179
180,180,Suresh Sharma,25,1,A0180
181,181,Mahesh Chavan,26,1,A0181
182,182,Manjunath Naik,27,1,REC_OFF_003
183,183,Ashok Chavan,28,1,A0183
184,184,Santosh Sharma,29,1,A0184
185,185,Suresh Chavan,30,1,A0185
186,186,Mahesh Sharma,31,1,A0186
187,187,Dinesh Chavan,32,1,A0187
188,188,Ashok Sharma,33,1,A0188
189,189,Ganesh Hegde,34,1,REC_OFF_010
190,190,Suresh Sharma,35,1,A0190
191,191,Mahesh Chavan,36,1,A0191
192,192,Dinesh Sharma,37,1,A0192
193,193,Ashok Chavan,38,1,A0193
194,194,Santosh Sharma,39,1,A0194
195,195,Suresh Chavan,40,1,A0195
196,196,Sunil Shetty,41,1,REC_OFF_007
197,197,Dinesh Chavan,42,1,A0197
198,198,Ashok Sharma,43,1,A0198
199,199,Santosh Chavan,44,1,A0199
200,200,Suresh Sharma,45,1,A0200
201,201,Mahesh Chavan,46,1,A0201
202,202,Dinesh Sharma,47,1,A0202
203,203,Venkatesh Rao,48,1,REC_OFF_004
204,204,Santosh Sharma,49,1,A0204
205,205,Suresh Chavan,50,1,A0205
206,206,Mahesh Sharma,51,1,A0206
207,207,Dinesh Chavan,52,1,A0207
208,208,Ashok Sharma,53,1,A0208
209,209,Santosh Chavan,54,1,A0209
210,210,Ramesh Gowda,20,1,REC_OFF_001
211,211,Mahesh Chavan,21,1,A0211
212,212,Dinesh Sharma,22,1,A0212
213,213,Ashok Chavan,23,1,A0213
214,214,Santosh Sharma,24,1,A0214
215,215,Suresh Chavan,25,1,A0215
216,216,Mahesh Sharma,26,1,A0216
217,217,Pradeep Deshmukh,27,1,REC_OFF_008
218,218,Ashok Sharma,28,1,A0218
219,219,Santosh Chavan,29,1,A0219
220,220,Suresh Sharma,30,1,A0220
221,221,Mahesh Chavan,31,1,A0221
222,222,Dinesh Sharma,32,1,A0222
223,223,Ashok Chavan,33,1,A0223
224,224,Basavaraj Patil,34,1,REC_OFF_005
225,225,Suresh Chavan,35,1,A0225
226,226,Mahesh Sharma,36,1,A0226
227,227,Dinesh Chavan,37,1,A0227
228,228,Ashok Sharma,38,1,A0228
229,229,Santosh Chavan,39,1,A0229
230,230,Suresh Sharma,40,1,A0230
231,231,Kiran Kumar,41,1,REC_OFF_002
232,232,Dinesh Sharma,42,1,A0232
233,233,Ashok Chavan,43,1,A0233
234,234,Santosh Sharma,44,1,A0234
235,235,Suresh Chavan,45,1,A0235
236,236,Mahesh Sharma,46,1,A0236
237,237,Dinesh Chavan,47,1,A0237
238,238,Dharmesh Pujari,48,1,REC_OFF_009
239,239,Santosh Chavan,49,1,A0239
240,240,Suresh Sharma,50,1,A0240
241,241,Mahesh Chavan,51,1,A0241
242,242,Dinesh Sharma,52,1,A0242
243,243,Ashok Chavan,53,1,A0243
244,244,Santosh Sharma,54,1,A0244
245,245,Anand Kulkarni,20,1,REC_OFF_006
246,246,Mahesh Sharma,21,1,A0246
247,247,Dinesh Chavan,22,1,A0247
248,248,Ashok Sharma,23,1,A0248
249,249,Santosh Chavan,24,1,A0249
250,250,Suresh Sharma,25,1,A0250
251,251,Mahesh Chavan,26,1,A0251
252,252,Manjunath Naik,27,1,REC_OFF_003
253,253,Ashok Chavan,28,1,A0253
254,254,Santosh Sharma,29,1,A0254
255,255,Suresh Chavan,30,1,A0255
256,256,Mahesh Sharma,31,1,A0256
257,257,Dinesh Chavan,32,1,A0257
258,258,Ashok Sharma,33,1,A0258
259,259,Ganesh Hegde,34,1,REC_OFF_010
260,260,Suresh Sharma,35,1,A0260
261,261,Mahesh Chavan,36,1,A0261
262,262,Dinesh Sharma,37,1,A0262
263,263,Ashok Chavan,38,1,A0263
264,264,Santosh Sharma,39,1,A0264
265,265,Suresh Chavan,40,1,A0265
266,266,Sunil Shetty,41,1,REC_OFF_007
267,267,Dinesh Chavan,42,1,A0267
268,268,Ashok Sharma,43,1,A0268
269,269,Santosh Chavan,44,1,A0269
270,270,Suresh Sharma,45,1,A0270
271,271,Mahesh Chavan,46,1,A0271
272,272,Dinesh Sharma,47,1,A0272
273,273,Venkatesh Rao,48,1,REC_OFF_004
274,274,Santosh Sharma,49,1,A0274
275,275,Suresh Chavan,50,1,A0275
276,276,Mahesh Sharma,51,1,A0276
277,277,Dinesh Chavan,52,1,A0277
278,278,Ashok Sharma,53,1,A0278
279,279,Santosh Chavan,54,1,A0279
280,280,Ramesh Gowda,20,1,REC_OFF_001
281,281,Mahesh Chavan,21,1,A0281
282,282,Dinesh Sharma,22,1,A0282
283,283,Ashok Chavan,23,1,A0283
284,284,Santosh Sharma,24,1,A0284
285,285,Suresh Chavan,25,1,A0285
286,286,Mahesh Sharma,26,1,A0286
287,287,Pradeep Deshmukh,27,1,REC_OFF_008
288,288,Ashok Sharma,28,1,A0288
289,289,Santosh Chavan,29,1,A0289
290,290,Suresh Sharma,30,1,A0290
291,291,Mahesh Chavan,31,1,A0291
292,292,Dinesh Sharma,32,1,A0292
293,293,Ashok Chavan,33,1,A0293
294,294,Basavaraj Patil,34,1,REC_OFF_005
295,295,Suresh Chavan,35,1,A0295
296,296,Mahesh Sharma,36,1,A0296
297,297,Dinesh Chavan,37,1,A0297
298,298,Ashok Sharma,38,1,A0298
299,299,Santosh Chavan,39,1,A0299
300,300,Suresh Sharma,40,1,A0300
301,301,Kiran Kumar,41,1,REC_OFF_002
302,302,Dinesh Sharma,42,1,A0302
303,303,Ashok Chavan,43,1,A0303
304,304,Santosh Sharma,44,1,A0304
305,305,Suresh Chavan,45,1,A0305
306,306,Mahesh Sharma,46,1,A0306
307,307,Dinesh Chavan,47,1,A0307
308,308,Dharmesh Pujari,48,1,REC_OFF_009
309,309,Santosh Chavan,49,1,A0309
310,310,Suresh Sharma,50,1,A0310
311,311,Mahesh Chavan,51,1,A0311
312,312,Dinesh Sharma,52,1,A0312
313,313,Ashok Chavan,53,1,A0313
314,314,Santosh Sharma,54,1,A0314
315,315,Anand Kulkarni,20,1,REC_OFF_006
316,316,Mahesh Sharma,21,1,A0316
317,317,Dinesh Chavan,22,1,A0317
318,318,Ashok Sharma,23,1,A0318
319,319,Santosh Chavan,24,1,A0319
320,320,Suresh Sharma,25,1,A0320
321,321,Mahesh Chavan,26,1,A0321
322,322,Manjunath Naik,27,1,REC_OFF_003
323,323,Ashok Chavan,28,1,A0323
324,324,Santosh Sharma,29,1,A0324
325,325,Suresh Chavan,30,1,A0325
326,326,Mahesh Sharma,31,1,A0326
327,327,Dinesh Chavan,32,1,A0327
328,328,Ashok Sharma,33,1,A0328
329,329,Ganesh Hegde,34,1,REC_OFF_010
330,330,Suresh Sharma,35,1,A0330
331,331,Mahesh Chavan,36,1,A0331
332,332,Dinesh Sharma,37,1,A0332
333,333,Ashok Chavan,38,1,A0333
334,334,Santosh Sharma,39,1,A0334
335,335,Suresh Chavan,40,1,A0335
336,336,Sunil Shetty,41,1,REC_OFF_007
337,337,Dinesh Chavan,42,1,A0337
338,338,Ashok Sharma,43,1,A0338
339,339,Santosh Chavan,44,1,A0339
340,340,Suresh Sharma,45,1,A0340
341,341,Mahesh Chavan,46,1,A0341
342,342,Dinesh Sharma,47,1,A0342
343,343,Venkatesh Rao,48,1,REC_OFF_004
344,344,Santosh Sharma,49,1,A0344
345,345,Suresh Chavan,50,1,A0345
346,346,Mahesh Sharma,51,1,A0346
347,347,Dinesh Chavan,52,1,A0347
348,348,Ashok Sharma,53,1,A0348
349,349,Santosh Chavan,54,1,A0349
350,350,Ramesh Gowda,20,1,REC_OFF_001
351,351,Mahesh Chavan,21,1,A0351
352,352,Dinesh Sharma,22,1,A0352
353,353,Ashok Chavan,23,1,A0353
354,354,Santosh Sharma,24,1,A0354
355,355,Suresh Chavan,25,1,A0355
356,356,Mahesh Sharma,26,1,A0356
357,357,Pradeep Deshmukh,27,1,REC_OFF_008
358,358,Ashok Sharma,28,1,A0358
359,359,Santosh Chavan,29,1,A0359
360,360,Suresh Sharma,30,1,A0360
361,361,Mahesh Chavan,31,1,A0361
362,362,Dinesh Sharma,32,1,A0362
363,363,Ashok Chavan,33,1,A0363
364,364,Basavaraj Patil,34,1,REC_OFF_005
365,365,Suresh Chavan,35,1,A0365
366,366,Mahesh Sharma,36,1,A0366
367,367,Dinesh Chavan,37,1,A0367
368,368,Ashok Sharma,38,1,A0368
369,369,Santosh Chavan,39,1,A0369
370,370,Suresh Sharma,40,1,A0370
371,371,Kiran Kumar,41,1,REC_OFF_002
372,372,Dinesh Sharma,42,1,A0372
373,373,Ashok Chavan,43,1,A0373
374,374,Santosh Sharma,44,1,A0374
375,375,Suresh Chavan,45,1,A0375
376,376,Mahesh Sharma,46,1,A0376
377,377,Dinesh Chavan,47,1,A0377
378,378,Dharmesh Pujari,48,1,REC_OFF_009
379,379,Santosh Chavan,49,1,A0379
380,380,Suresh Sharma,50,1,A0380
381,381,Mahesh Chavan,51,1,A0381
382,382,Dinesh Sharma,52,1,A0382
383,383,Ashok Chavan,53,1,A0383
384,384,Santosh Sharma,54,1,A0384
385,385,Anand Kulkarni,20,1,REC_OFF_006
386,386,Mahesh Sharma,21,1,A0386
387,387,Dinesh Chavan,22,1,A0387
388,388,Ashok Sharma,23,1,A0388
389,389,Santosh Chavan,24,1,A0389
390,390,Suresh Sharma,25,1,A0390
391,391,Mahesh Chavan,26,1,A0391
392,392,Manjunath Naik,27,1,REC_OFF_003
393,393,Ashok Chavan,28,1,A0393
394,394,Santosh Sharma,29,1,A0394
395,395,Suresh Chavan,30,1,A0395
396,396,Mahesh Sharma,31,1,A0396
397,397,Dinesh Chavan,32,1,A0397
398,398,Ashok Sharma,33,1,A0398
399,399,Ganesh Hegde,34,1,REC_OFF_010
400,400,Suresh Sharma,35,1,A0400
401,401,Mahesh Chavan,36,1,A0401
402,402,Dinesh Sharma,37,1,A0402
403,403,Ashok Chavan,38,1,A0403
404,404,Santosh Sharma,39,1,A0404
405,405,Suresh Chavan,40,1,A0405
406,406,Sunil Shetty,41,1,REC_OFF_007
407,407,Dinesh Chavan,42,1,A0407
408,408,Ashok Sharma,43,1,A0408
409,409,Santosh Chavan,44,1,A0409
410,410,Suresh Sharma,45,1,A0410
411,411,Mahesh Chavan,46,1,A0411
412,412,Dinesh Sharma,47,1,A0412
413,413,Venkatesh Rao,48,1,REC_OFF_004
414,414,Santosh Sharma,49,1,A0414
415,415,Suresh Chavan,50,1,A0415
416,416,Mahesh Sharma,51,1,A0416
417,417,Dinesh Chavan,52,1,A0417
418,418,Ashok Sharma,53,1,A0418
419,419,Santosh Chavan,54,1,A0419
420,420,Ramesh Gowda,20,1,REC_OFF_001
421,421,Mahesh Chavan,21,1,A0421
422,422,Dinesh Sharma,22,1,A0422
423,423,Ashok Chavan,23,1,A0423
424,424,Santosh Sharma,24,1,A0424
425,425,Suresh Chavan,25,1,A0425
426,426,Mahesh Sharma,26,1,A0426
427,427,Pradeep Deshmukh,27,1,REC_OFF_008
428,428,Ashok Sharma,28,1,A0428
429,429,Santosh Chavan,29,1,A0429
430,430,Suresh Sharma,30,1,A0430
431,431,Mahesh Chavan,31,1,A0431
432,432,Dinesh Sharma,32,1,A0432
433,433,Ashok Chavan,33,1,A0433
434,434,Basavaraj Patil,34,1,REC_OFF_005
435,435,Suresh Chavan,35,1,A0435
436,436,Mahesh Sharma,36,1,A0436
437,437,Dinesh Chavan,37,1,A0437
438,438,Ashok Sharma,38,1,A0438
439,439,Santosh Chavan,39,1,A0439
440,440,Suresh Sharma,40,1,A0440
441,441,Kiran Kumar,41,1,REC_OFF_002
442,442,Dinesh Sharma,42,1,A0442
443,443,Ashok Chavan,43,1,A0443
444,444,Santosh Sharma,44,1,A0444
445,445,Suresh Chavan,45,1,A0445
446,446,Mahesh Sharma,46,1,A0446
447,447,Dinesh Chavan,47,1,A0447
448,448,Dharmesh Pujari,48,1,REC_OFF_009
449,449,Santosh Chavan,49,1,A0449
450,450,Suresh Sharma,50,1,A0450
451,451,Mahesh Chavan,51,1,A0451
452,452,Dinesh Sharma,52,1,A0452
453,453,Ashok Chavan,53,1,A0453
454,454,Santosh Sharma,54,1,A0454
455,455,Anand Kulkarni,20,1,REC_OFF_006
456,456,Mahesh Sharma,21,1,A0456
457,457,Dinesh Chavan,22,1,A0457
458,458,Ashok Sharma,23,1,A0458
459,459,Santosh Chavan,24,1,A0459
460,460,Suresh Sharma,25,1,A0460
461,461,Mahesh Chavan,26,1,A0461
462,462,Manjunath Naik,27,1,REC_OFF_003
463,463,Ashok Chavan,28,1,A0463
464,464,Santosh Sharma,29,1,A0464
465,465,Suresh Chavan,30,1,A0465
466,466,Mahesh Sharma,31,1,A0466
467,467,Dinesh Chavan,32,1,A0467
468,468,Ashok Sharma,33,1,A0468
469,469,Ganesh Hegde,34,1,REC_OFF_010
470,470,Suresh Sharma,35,1,A0470
471,471,Mahesh Chavan,36,1,A0471
472,472,Dinesh Sharma,37,1,A0472
473,473,Ashok Chavan,38,1,A0473
474,474,Santosh Sharma,39,1,A0474
475,475,Suresh Chavan,40,1,A0475
476,476,Sunil Shetty,41,1,REC_OFF_007
477,477,Dinesh Chavan,42,1,A0477
478,478,Ashok Sharma,43,1,A0478
479,479,Santosh Chavan,44,1,A0479
480,480,Suresh Sharma,45,1,A0480
481,481,Mahesh Chavan,46,1,A0481
482,482,Dinesh Sharma,47,1,A0482
483,483,Venkatesh Rao,48,1,REC_OFF_004
484,484,Santosh Sharma,49,1,A0484
485,485,Suresh Chavan,50,1,A0485
486,486,Mahesh Sharma,51,1,A0486
487,487,Dinesh Chavan,52,1,A0487
488,488,Ashok Sharma,53,1,A0488
489,489,Santosh Chavan,54,1,A0489
490,490,Ramesh Gowda,20,1,REC_OFF_001
491,491,Mahesh Chavan,21,1,A0491
492,492,Dinesh Sharma,22,1,A0492
493,493,Ashok Chavan,23,1,A0493
494,494,Santosh Sharma,24,1,A0494
495,495,Suresh Chavan,25,1,A0495
496,496,Mahesh Sharma,26,1,A0496
497,497,Pradeep Deshmukh,27,1,REC_OFF_008
498,498,Ashok Sharma,28,1,A0498
499,499,Santosh Chavan,29,1,A0499
500,500,Suresh Sharma,30,1,A0500
501,501,Mahesh Chavan,31,1,A0501
502,502,Dinesh Sharma,32,1,A0502
503,503,Ashok Chavan,33,1,A0503
504,504,Basavaraj Patil,34,1,REC_OFF_005
505,505,Suresh Chavan,35,1,A0505
506,506,Mahesh Sharma,36,1,A0506
507,507,Dinesh Chavan,37,1,A0507
508,508,Ashok Sharma,38,1,A0508
509,509,Santosh Chavan,39,1,A0509
510,510,Suresh Sharma,40,1,A0510
511,511,Kiran Kumar,41,1,REC_OFF_002
512,512,Dinesh Sharma,42,1,A0512
513,513,Ashok Chavan,43,1,A0513
514,514,Santosh Sharma,44,1,A0514
515,515,Suresh Chavan,45,1,A0515
516,516,Mahesh Sharma,46,1,A0516
517,517,Dinesh Chavan,47,1,A0517
518,518,Dharmesh Pujari,48,1,REC_OFF_009
519,519,Santosh Chavan,49,1,A0519
520,520,Suresh Sharma,50,1,A0520
521,521,Mahesh Chavan,51,1,A0521
522,522,Dinesh Sharma,52,1,A0522
523,523,Ashok Chavan,53,1,A0523
524,524,Santosh Sharma,54,1,A0524
525,525,Anand Kulkarni,20,1,REC_OFF_006
526,526,Mahesh Sharma,21,1,A0526
527,527,Dinesh Chavan,22,1,A0527
528,528,Ashok Sharma,23,1,A0528
529,529,Santosh Chavan,24,1,A0529
530,530,Suresh Sharma,25,1,A0530
531,531,Mahesh Chavan,26,1,A0531
532,532,Manjunath Naik,27,1,REC_OFF_003
533,533,Ashok Chavan,28,1,A0533
534,534,Santosh Sharma,29,1,A0534
535,535,Suresh Chavan,30,1,A0535
536,536,Mahesh Sharma,31,1,A0536
537,537,Dinesh Chavan,32,1,A0537
538,538,Ashok Sharma,33,1,A0538
539,539,Ganesh Hegde,34,1,REC_OFF_010
540,540,Suresh Sharma,35,1,A0540
541,541,Mahesh Chavan,36,1,A0541
542,542,Dinesh Sharma,37,1,A0542
543,543,Ashok Chavan,38,1,A0543
544,544,Santosh Sharma,39,1,A0544
545,545,Suresh Chavan,40,1,A0545
546,546,Sunil Shetty,41,1,REC_OFF_007
547,547,Dinesh Chavan,42,1,A0547
548,548,Ashok Sharma,43,1,A0548
549,549,Santosh Chavan,44,1,A0549
550,550,Suresh Sharma,45,1,A0550
551,551,Mahesh Chavan,46,1,A0551
552,552,Dinesh Sharma,47,1,A0552
553,553,Venkatesh Rao,48,1,REC_OFF_004
554,554,Santosh Sharma,49,1,A0554
555,555,Suresh Chavan,50,1,A0555
556,556,Mahesh Sharma,51,1,A0556
557,557,Dinesh Chavan,52,1,A0557
558,558,Ashok Sharma,53,1,A0558
559,559,Santosh Chavan,54,1,A0559
560,560,Ramesh Gowda,20,1,REC_OFF_001
561,561,Mahesh Chavan,21,1,A0561
562,562,Dinesh Sharma,22,1,A0562
563,563,Ashok Chavan,23,1,A0563
564,564,Santosh Sharma,24,1,A0564
565,565,Suresh Chavan,25,1,A0565
566,566,Mahesh Sharma,26,1,A0566
567,567,Pradeep Deshmukh,27,1,REC_OFF_008
568,568,Ashok Sharma,28,1,A0568
569,569,Santosh Chavan,29,1,A0569
570,570,Suresh Sharma,30,1,A0570
571,571,Mahesh Chavan,31,1,A0571
572,572,Dinesh Sharma,32,1,A0572
573,573,Ashok Chavan,33,1,A0573
574,574,Basavaraj Patil,34,1,REC_OFF_005
575,575,Suresh Chavan,35,1,A0575
576,576,Mahesh Sharma,36,1,A0576
577,577,Dinesh Chavan,37,1,A0577
578,578,Ashok Sharma,38,1,A0578
579,579,Santosh Chavan,39,1,A0579
580,580,Suresh Sharma,40,1,A0580
581,581,Kiran Kumar,41,1,REC_OFF_002
582,582,Dinesh Sharma,42,1,A0582
583,583,Ashok Chavan,43,1,A0583
584,584,Santosh Sharma,44,1,A0584
585,585,Suresh Chavan,45,1,A0585
586,586,Mahesh Sharma,46,1,A0586
587,587,Dinesh Chavan,47,1,A0587
588,588,Dharmesh Pujari,48,1,REC_OFF_009
589,589,Santosh Chavan,49,1,A0589
590,590,Suresh Sharma,50,1,A0590
591,591,Mahesh Chavan,51,1,A0591
592,592,Dinesh Sharma,52,1,A0592
593,593,Ashok Chavan,53,1,A0593
594,594,Santosh Sharma,54,1,A0594
595,595,Anand Kulkarni,20,1,REC_OFF_006
596,596,Mahesh Sharma,21,1,A0596
597,597,Dinesh Chavan,22,1,A0597
598,598,Ashok Sharma,23,1,A0598
599,599,Santosh Chavan,24,1,A0599
600,600,Suresh Sharma,25,1,A0600
601,601,Mahesh Chavan,26,1,A0601
602,602,Manjunath Naik,27,1,REC_OFF_003
603,603,Ashok Chavan,28,1,A0603
604,604,Santosh Sharma,29,1,A0604
605,605,Suresh Chavan,30,1,A0605
606,606,Mahesh Sharma,31,1,A0606
607,607,Dinesh Chavan,32,1,A0607
608,608,Ashok Sharma,33,1,A0608
609,609,Ganesh Hegde,34,1,REC_OFF_010
610,610,Suresh Sharma,35,1,A0610
611,611,Mahesh Chavan,36,1,A0611
612,612,Dinesh Sharma,37,1,A0612
613,613,Ashok Chavan,38,1,A0613
614,614,Santosh Sharma,39,1,A0614
615,615,Suresh Chavan,40,1,A0615
616,616,Sunil Shetty,41,1,REC_OFF_007
617,617,Dinesh Chavan,42,1,A0617
618,618,Ashok Sharma,43,1,A0618
619,619,Santosh Chavan,44,1,A0619
620,620,Suresh Sharma,45,1,A0620
621,621,Mahesh Chavan,46,1,A0621
622,622,Dinesh Sharma,47,1,A0622
623,623,Venkatesh Rao,48,1,REC_OFF_004
624,624,Santosh Sharma,49,1,A0624
625,625,Suresh Chavan,50,1,A0625
626,626,Mahesh Sharma,51,1,A0626
627,627,Dinesh Chavan,52,1,A0627
